title,views,time-stamp-upload-milliseconds,time-stamp,date-time-hr,upload-time-hr,upload-time-stamp,description,video-length,video-length-milliseconds,channel
Drone attacks on Moscow and Kyiv: What role do drones play in the war?  | DW News,15838,4202000,1685533029888, 2023-05-31 13:37:09.888000, 2023-05-31 12:27:07.888000,1685528827888, In the war behind Ukraine's front lines it seems drones have become the weapon of choice for both sides. Moscow began launching waves of so-called kamikaze drones last year terrorizing civilians..., 10 minutes 2 seconds,602000,DW-News
Ex-Brazil President Bolsonaro appears before police in riot probe,2244,86513000,1682753796878, 2023-04-29 09:36:36.878000, 2023-04-28 09:34:43.878000,1682667283878, Former Brazilian President Jair Bolsonaro has testified to federal police about his conduct around the January 8 attack on government buildings by his supporters in the capital Brasilia following..., 1 minute 53 seconds,113000,Al-Jazeera-English
Gutfeld: This ‘hack’ thinks basic biology can change,262193,87200000,1685595897419, 2023-06-01 07:04:57.419000, 2023-05-31 06:51:37.419000,1685508697419, ‘Gutfeld!’ panelists discuss a USA Today columnist attacking an ESPN broadcaster for saying it’s ‘not hateful to demand fairness in sports for girls.’ #foxnews #fox #gutfeld \n\nSubscribe..., 13 minutes 20 seconds,800000,Fox-News
Brian Kilmeade: Freedom is not free,13298,86499000,1685380030595, 2023-05-29 19:07:10.595000, 2023-05-28 19:05:31.595000,1685293531595, Fox News host Brian Kilmeade remembers the sacrifices of America's brave this Memorial Day weekend on 'One Nation.'\n#foxnews\n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch more Fox News..., 1 minute 39 seconds,99000,Fox-News
Whistleblower alleges US military is hiding UFO retrieval program,89615,86932000,1686166630024, 2023-06-07 21:37:10.024000, 2023-06-06 21:28:18.024000,1686079698024, The 'Outnumbered' panel discussed the bombshell allegations and why some panelists are skeptical of his claims. #FoxNews \n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch more Fox News..., 8 minutes 52 seconds,532000,Fox-News
See texts dentist accused of poisoning his wife sent days before her death,51616,172935000,1679866035895, 2023-03-26 23:27:15.895000, 2023-03-24 22:25:00.895000,1679693100895, The Colorado dentist accused of poisoning his wife appeared in court and was formally charged with first-degree murder. According to an arrest warrant affidavit James Toliver Craig allegedly..., 2 minutes 15 seconds,135000,CNN-News
Who is Humza Yousaf the Scottish National Party’s first POC leader? | Al Jazeera Newsfeed,18520,86493000,1680074264820, 2023-03-29 09:17:44.820000, 2023-03-28 09:16:11.820000,1679987771820, “From the Punjab to our parliament” \r\nHumza Yousaf has been elected as the new leader of Scotland’s National Party – and is set to make history as the first person of colour and Muslim..., 1 minute 33 seconds,93000,Al-Jazeera-English
Eid festivities muted in Turkey’s Hatay earthquake zone,7253,86533000,1682329442921, 2023-04-24 11:44:02.921000, 2023-04-23 11:41:49.921000,1682242909921, Eid celebrations have been muted in southern Turkey and northwestern Syria.\nMany are still mourning those killed in February's earthquakes.\nAt least 56000 people died and thousands more were..., 2 minutes 13 seconds,133000,Al-Jazeera-English
Hear why ex-prosecutor says Trump’s posts attacking Manhattan DA are crimes,222522,22003000,1679764885853, 2023-03-25 18:21:25.853000, 2023-03-25 12:14:42.853000,1679742882853, Former prosecutor Karen Agnifilo says that posts made by former President Donald Trump that attacked Manhattan District Attorney Alvin Bragg the head of the office investigating payments to..., 6 minutes 43 seconds,403000,CNN-News
Trump and DeSantis trade jabs on Iowa campaign trail,58237,259686000,1685972573146, 2023-06-05 15:42:53.146000, 2023-06-02 15:34:47.146000,1685712887146, CNN's Kaitlan Collins reports on the war of words between Florida Gov. Ron DeSantis and former President Donald Trump as they hit the 2024 campaign trail in Iowa. CNN’s Abby Philip Karen..., 8 minutes 6 seconds,486000,CNN-News
Head of UK anti-monarchy group arrested at coronation protest,30808,86553000,1683556386643, 2023-05-08 16:33:06.643000, 2023-05-07 16:30:33.643000,1683469833643, Not all of the crowds have been out to wish the king well.\nHundreds of pro-republic demonstrators protested in London against the existence of the monarchy.\nPolice say they made 52 arrests..., 2 minutes 33 seconds,153000,Al-Jazeera-English
What does the future hold for Julian Assange?,639,2220000,1680633309319, 2023-04-04 20:35:09.319000, 2023-04-04 19:58:09.319000,1680631089319, Australian citizen Julian Assange remains in Belmarsh prison in London. The US seeks his extradition but his supporters say that would be an attack on media freedom. The Wikileaks founder published..., 29 minutes 1 second,1741000,Al-Jazeera-English
Military expert details why U.S. needs to find 'common ground' with China | The Brian Kilmeade Show,7908,20100000,1680779982151, 2023-04-06 13:19:42.151000, 2023-04-06 07:44:42.151000,1680759882151," Admiral William McRaven (Ret) joined The Brian Kilmeade Show to discuss Ukraine and Russia China the fallout form the Afghanistan withdrawal and his new book \""The Wisdom of the Bullfrog:...", 35 minutes 4 seconds,2104000,Fox-News
Nigerian women play cental role in rebuilding what Boko Haram destroyed | DW News,7266,259685000,1681983539535, 2023-04-20 11:38:59.535000, 2023-04-17 11:30:54.535000,1681723854535, Eight years ago Boko Haram insurgents attacked and killed civilians in Ngarannam in northern Nigeria's Borno State. Survivors were forced to flee. The town was left in ruins until the local..., 8 minutes 5 seconds,485000,DW-News
April Ryan can’t let this go: Greg Gutfeld,167164,86895000,1684109053459, 2023-05-15 02:04:13.459000, 2023-05-14 01:55:58.459000,1684022158459, Greg Gutfeld and guests discuss how April Ryan the White House correspondent for The Grio is still suggesting the debunked claim that border agents were whipping migrants in viral photo on..., 8 minutes 15 seconds,495000,Fox-News
What will Biden say at the White House Correspondents' Dinner?,37000,86569000,1682947268881, 2023-05-01 15:21:08.881000, 2023-04-30 15:18:19.881000,1682860699881, 'The Big Saturday Show' co-hosts discuss President Biden's dismal poll numbers and play 'Biden Bingo' ahead of the 2023 White House Correspondents' Dinner.\n#foxnews \n\nSubscribe to Fox News!..., 2 minutes 49 seconds,169000,Fox-News
Islam's Influence on the US | Centre Stage,76526,87420000,1683372074999, 2023-05-06 13:21:14.999000, 2023-05-05 13:04:14.999000,1683284654999, In the first episode of Centre Stage Dr. John Esposito explores Islam's influence on the US with Soraya Salam. They discuss a variety of topics ranging from the reasons behind Dr. Esposito's..., 17 minutes 53 seconds,1073000,Al-Jazeera-English
Can Lula save the Amazon? | Inside Story,7846,52080000,1681028291875, 2023-04-09 10:18:11.875000, 2023-04-08 19:50:11.875000,1680976211875, When Luiz Inacio Lula da Silva returned to power in January he promised to end deforestation in Brazil's Amazon rainforest.\r\nLogging and desertification surged to a 15-year high under his..., 28 minutes 1 second,1681000,Al-Jazeera-English
NATO soldiers injured in Kosovo clashes with Serb protesters | Al Jazeera Newsfeed,27802,86470000,1685527601857, 2023-05-31 12:06:41.857000, 2023-05-30 12:05:31.857000,1685441131857, NATO says dozens of its soldiers have been injured during clashes with Serb protesters in northern Kosovo. NATO troops are defending gov’t buildings after ethnic Albanian mayors took office..., 1 minute 10 seconds,70000,Al-Jazeera-English
Proud Boys: Four members found guilty of seditious conspiracy over Capitol riot - BBC News,52697,173074000,1683464659981, 2023-05-07 15:04:19.981000, 2023-05-05 14:59:45.981000,1683291585981, Four members of the far-right Proud Boys group have been found guilty of seditious conspiracy over the 2021 US Capitol riot.\n\nLess serious than treason seditious conspiracy is defined as a..., 4 minutes 34 seconds,274000,BBC-News
Steve Hilton: The extremist far-left madness starts here,49329,86807000,1684242462751, 2023-05-16 15:07:42.751000, 2023-05-15 15:00:55.751000,1684155655751, California GOP chairwoman Jessica Millan Patterson and political commentator Elisha Krauss weigh in on California's role in spreading leftist policy nationwide on 'The Next Revolution with..., 6 minutes 47 seconds,407000,Fox-News
独家视频丨瞰！军乐团行进表演,5185,86499000,1681625460815, 2023-04-16 08:11:00.815000, 2023-04-15 08:09:21.815000,1681538961815, 在国家主席习近平14日下午为巴西总统卢拉举行的欢迎仪式上，中国人民解放军军乐团进行了行进吹奏表演。\n\nWelcome to subscribe us on: \nFacebook: https://www.f..., 1 minute 39 seconds,99000,CCTV-Video-News-Agency
What’s behind Rusesabaghina’s release from prison? | DW News,17678,54323000,1679817021434, 2023-03-26 09:50:21.434000, 2023-03-25 17:44:58.434000,1679762698434, A political activist whose story inspired the Oscar-nominated film Hotel Rwanda has been freed from prison. \nThe release of Paul Rusesabagina follows months of negotiations between Rwanda and..., 5 minutes 23 seconds,323000,DW-News
Mark Meadows testified to federal grand jury in special counsel probe of Trump,77011,173438000,1686270909418, 2023-06-09 02:35:09.418000, 2023-06-07 02:24:31.418000,1686097471418, Mark Meadows Donald Trump’s former chief of staff has testified to a federal grand jury as part of special counsel Jack Smith’s ongoing investigation into the former president according..., 10 minutes 38 seconds,638000,CNN-News
White House accused of violating flag code with Pride display,164445,86708000,1686658869970, 2023-06-13 14:21:09.970000, 2023-06-12 14:16:01.970000,1686572161970, Washington Examiner deputy editor Kaylee McGhee White joined 'Fox \u0026 Friends First' to discuss the latest on Trump's indictment over handling of classified documents and the White House being..., 5 minutes 8 seconds,308000,Fox-News
China Willing to Share Opportunities with Sierra Leone: FM,1624,86461000,1684400194089, 2023-05-18 10:56:34.089000, 2023-05-17 10:55:33.089000,1684313733089, China is willing to share opportunities and seek common development with Sierra Leone said Chinese State Councilor and Foreign Minister Qin Gang on Tuesday.\nhttps://www.cctvplus.com/news/20230516/..., 1 minute 1 second,61000,CCTV-Video-News-Agency
What will the next race to the White House look like? | The Bottom Line,769,23040000,1684438268612, 2023-05-18 21:31:08.612000, 2023-05-18 15:07:08.612000,1684415228612, Both Joe Biden and Donald Trump claim they are fighting for the soul of the United States. And as president both were equally unpopular by their second year in office hovering at about 40..., 24 minutes 7 seconds,1447000,Al-Jazeera-English
Jesse Watters: DeSantis is already creating some friction,79024,86825000,1685665036851, 2023-06-02 02:17:16.851000, 2023-06-01 02:10:11.851000,1685578211851, Fox News host Jesse Watters gives his take on Gov. Ron DeSantis' 2024 presidential campaign bid on 'Jesse Watters Primetime.'\n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch more Fox News..., 7 minutes 5 seconds,425000,Fox-News
Jesse Watters: This isn’t what police signed up for,130089,86910000,1683335674228, 2023-05-06 03:14:34.228000, 2023-05-05 03:06:04.228000,1683248764228, Jesse Watters discusses the level of danger police face and how the rule of law is no longer respected on ‘Jesse Watters Primetime.’\n\nSubscribe to Fox News! https://bit.ly/2vBUvAS\nWatch..., 8 minutes 30 seconds,510000,Fox-News
Israel Gaza strikes kill top militants and multiple civilians- BBC News,59594,345810000,1684070967192, 2023-05-14 15:29:27.192000, 2023-05-10 15:25:57.192000,1683725157192, At least 13 Palestinians including three commanders of the militant group Islamic Jihad have been killed in Israeli air strikes on the Gaza Strip.\n\nPalestinian health officials said eight..., 3 minutes 30 seconds,210000,BBC-News
‘Gutfeld!’: Can GOP candidates pass ‘The Gus Test’?,143614,86880000,1682605620772, 2023-04-27 16:27:00.772000, 2023-04-26 16:19:00.772000,1682518740772, GOP presidential candidate Vivek Ramaswamy tries to pass 'The Gus Test' on 'Gutfeld!' #foxnews #fox #gutfeld \n\nSubscribe to Fox News! https://bit.ly/2vaBUvAS\nWatch more Fox News Video: http://video..., 8 minutes,480000,Fox-News
Americans are buying more marijuana than chocolate,55629,173023000,1682274997919, 2023-04-23 20:36:37.919000, 2023-04-21 20:32:54.919000,1682101974919, CNN Senior Data Reporter Harry Enten spends this April 20th looking at the amount of money Americans spent on legal marijuana in 2022. The number tops other recreational indulgences like chocolate...., 3 minutes 43 seconds,223000,CNN-News
WATCH: Officer shocked as college student giggles after fatal DUI crash,315273,86981000,1683507356435, 2023-05-08 02:55:56.435000, 2023-05-07 02:46:15.435000,1683420375435, Police body camera footage shows a former Bradley University student giggling and smiling after she killed a couple in Illinois while driving drunk. #foxnews \n\nSubscribe to Fox News! https://bit.l..., 9 minutes 41 seconds,581000,Fox-News
Hundreds of Protesters Rally Against Japan's Defense Spending Hike,325,172871000,1685755747627, 2023-06-03 03:29:07.627000, 2023-06-01 03:27:56.627000,1685582876627, Hundreds of protesters took to the streets in Tokyo on Tuesday voicing their opposition to Japan's growing military buildup and closer ties with the North Atlantic Treaty Organization (NATO)...., 1 minute 11 seconds,71000,CCTV-Video-News-Agency
